Author,Text,Published At,Likes,Type,Parent ID,script,language,emoji_count,word_count,source
@Sijan26482,Romania Croatia Portugal ko data mistake xa kina vane Croatia Romania aayeka jati vagera Portugal janxan tesaile double count vairaxa data ma,2024-03-22T15:02:46Z,0,Comment,,roman_nepali,nepali,0,22,youtube
@roshanlimbu950,Malai ni desh farkinchu vavisya ma vanera asabadhi chu tettin jyal natrito ma pariwwartan huncha vanera,2024-04-03T20:24:54Z,0,Comment,,roman_nepali,nepali,0,16,youtube
@FootAura47,"India ani Nepal ka nagarik matra chhan rw yo bishwo ma, jo canada ani australia jasta country haru le hire garne. World ma kati dherai country haru chha jaha nepal ko bhanda quality education deeinchha. Mero desh jaile yestai.",2024-03-22T02:13:38Z,0,Comment,,roman_nepali,nepali,0,39,youtube
@Samir_ad07,Student haru lai Mero passion k ho vana Ra nai thaxayna na😐 brother saknu hunxa vanni student haru la passion kasri choose garni ma ni video banau nu na🤕🤕,2024-03-23T00:13:14Z,0,Comment,,roman_nepali,nepali,3,29,youtube
@sandeshbhatta4625,yo desh lai pariwartan garnu xa vane sarba pratham rajniti ma laje ka hamra baje haru lai aram garna launu parxa.,2024-04-04T16:00:37Z,0,Comment,,roman_nepali,nepali,0,21,youtube
@sushilpandey4408,Nepal needs two passports : global citizenship identification free to migrate anywhere in the world even the Antartica and Nepali citizenship only eligible to stay in Nepal not even the India border. This should serve the interests of the socalled country Nepal.,2024-07-31T06:19:34Z,0,Comment,,latin,english,0,41,youtube
@heheboyholaamigo8742,Only IT  is booming what about the automobile sector will auto engineering  students like me will be useless,2024-03-24T04:36:10Z,0,Comment,,latin,english,0,18,youtube
@kiratrai1240,Ma euta doctor. MD sakeko doctor. Mero salary JAMMA 50 hajar cha Nepal ma. Sarkar le dine nai teti ho. Kaam hapta KO 90 ghanta bhanda besi garna parcha. Hami doctors haru kina basne ta ? <br>Ma Pani process gardai Chu. Kunai security chaina hamro desh ma nata ramro income nai . <br>Process huna bittikai jadaichu.<br>50 hajar le ma k garnu ? Family lai khuwauna baccha lai padhauna sakincha ta ?,2024-06-06T01:15:25Z,0,Comment,,roman_nepali,nepali,0,68,youtube
@kandelbhim6112,पकै पनि हो पद्द्ति फेरि ने छ र 15 बर्स पछि  अहिले बाहिर जाने केहि % अब्सय आउन छ्न,2024-07-04T05:35:49Z,0,Comment,,devanagari,nepali,0,18,youtube
@rishicares,"Delivery garna khojeko kura ramro chha. Opinions chahi I'd like to hear less. Manipulative lines pani chhan. Positivity failauna khojeko video ma negative line kam gareko bhaye better hunthyo jasto lagchha. (Neta harule desh bechenan bhane... purely emotional line).<br><br>Quality control issue chahi ali dherai raichha. Spelling mistakes (Quatar, नाहुँदा...) in edit, name nai arko (Suvas - Santosh) and more. Recheck before uploading so quality is improved overtime.",2024-03-22T10:16:07Z,0,Comment,,code_mixed,nepali_english,0,68,youtube
@Amrit_Panthi124,One Day I Will Leave This Country Ever and Ever Permanently settling in Another country Gaiko Masu Khane kasam♥️🇺🇸,2024-11-15T15:39:37Z,0,Comment,,latin,english,3,19,youtube
@chhetrisir1061,manxey jata vayeni yo man ta mero sadhai nepali nai rahanexa🚩,2024-03-23T08:04:13Z,0,Comment,,roman_nepali,nepali,1,11,youtube
@____Suman_____7,Sir turkey nepali ko lagi kasto xa,2024-03-22T07:57:35Z,0,Comment,,roman_nepali,nepali,0,7,youtube
@kushalpanta2955,Ho yo kura Sahi ho ma ni auta yuwa ho K garnu aba Maya lagcha Nepal ko ani Bidesh gayeci badincham hami yuwa haru chodera jam Nepal vanda afno sabai bigrincha yaha system banaideko cha Nepal ma sab corruption chan politicians Yei chor haru lay garda yuwa haru bideshiyeko ho,2024-04-14T10:28:38Z,0,Comment,,roman_nepali,nepali,0,50,youtube
@GovindAauji,के हामीले नेपालमै बसेर केही गरेर खान मिल्छ कि मिल्दैन होला नि त मेरो सोच पनि त्यही सम्म नेपालमा आएर के गरेर खान्छु भन्ने तर नेपालको पोलिटिशन देखेर डर लाग्छ।😢,2026-01-26T15:15:27Z,0,Comment,,devanagari,nepali,1,30,youtube
@kirati,You can always stay in Nepal when you can’t go abroad. So try going abroad first.,2024-07-08T00:18:13Z,0,Comment,,latin,english,0,17,youtube
@chisotato1000,professor asked me what is your plan about future? I said I will go to my home country after completing my master. He used to laugh and said you are in trap now.,2024-03-22T07:56:56Z,0,Comment,,latin,english,0,33,youtube
@AMGuitarCover,"Tara yeuta kura birsana bhayo hajurle bhanna. Yeso sochnu hos ta.. Parents haru pani jimberwar chan chora chori bidesh jaanu maa. Kina ki dherai jaso parents le Dr. Enginneer, Pilot, Nurse matra baneko herna chahancha afno chora chori. Yesai karan le garda chora chori ko aru talent haru use garera yaha kei garchu bhanne lai baato nai chaina. Ra tee chora chori haru Bidesh jana pareko cha paisa kamauna..",2024-03-24T01:56:48Z,0,Comment,,roman_nepali,nepali,0,69,youtube
@suvamkharel541,"Correction, puerto rico isnt a separate country. It is a US territory and you do not need US passport or visa to go in a out of mainland US to PR",2024-03-24T03:58:00Z,0,Comment,,latin,english,0,31,youtube
@Pradeepkhattri,Dai yo visit visa Pani 50% ta naauhnay manxay Hun,2024-08-01T03:55:49Z,0,Comment,,roman_nepali,nepali,0,10,youtube
@YodanRaii,Singapore ma pani Working visa pauchha..?,2024-05-17T17:04:35Z,0,Comment,,roman_nepali,nepali,0,6,youtube
@dhirajgahamagar236,😢 Mann nai khalabal vayo,2024-03-23T04:28:12Z,0,Comment,,roman_nepali,nepali,1,4,youtube
@natureblog3144,Bro ma pani japan aayo 7 yrs bhai sako?Nepal jana sake ko chaina?week month year kati chito janxa ? Bidesh koi   pani na aaunu hola ? YO TRAP HO?,2024-03-27T07:34:22Z,0,Comment,,roman_nepali,nepali,0,29,youtube
@jagritthapa_1,Nepal ma hotel rw tourism ko ni dhr scope xa yo video ma yo Sabandhi euta ni word aayena 😢,2024-03-22T17:45:37Z,0,Comment,,roman_nepali,nepali,1,19,youtube
@yourknowledgestore5677,Derai gahan subject lai uthaunu vayo,2024-03-24T21:30:00Z,0,Comment,,latin,english,0,6,youtube
@DrReviviscent,21:00 is the reason to leave Nepal.,2024-03-22T10:48:39Z,0,Comment,,latin,english,0,8,youtube
@GurkhaGirl247,Malai esto lagx next 300 years ma Bangali r Indian Muslims ko dherai jansankhya hune x Nepali ko anupat ma kinabhane uniharulai jamin bhae hunx Tara Nepali American life chainx.,2024-03-23T13:09:41Z,0,Comment,,roman_nepali,nepali,0,30,youtube
@santoshbista285,Portugal ma 45/50 thousands,2024-05-30T12:47:08Z,0,Comment,,latin,english,0,5,youtube
@UR_Great,"१. तपाई अविवाहित हुनुहुन्छ भने कहाँको पार्टनर रोज्नु हुन्छ? <br>२. भिषा लाग्ने भए, तपाई कहाँ पढ्न वा जागिर गर्न वा ब्यापार गर्न चाहनुहुन्छ ?<br>३. नेपालको विकासको जिम्मेवार ब्यक्तिहरूको मनोबृति हेर्दा देश अझै बन्ने संकेत देखिदैन ।",2024-03-24T01:19:56Z,0,Comment,,devanagari,nepali,0,36,youtube
@chowerabio,why is there no policy for having multiple passports in nepal?,2024-08-06T02:27:34Z,0,Comment,,latin,english,0,11,youtube
@sambidhanlamichhane5272,South sudan ma ta UN missiom jane nepal army ko batallian gaye hola ni.,2024-03-22T16:06:41Z,0,Comment,,roman_nepali,nepali,0,14,youtube
@narikragam,देशको अस्तित्व जोगाउने कि आफ्नो परिवार <br>तिमी rich kid होला जस्ले एस्तो कुरा गर्छ <br>नेपालमै काम गर्दा 1 घण्टा को 2000-3000 रुपैया हुनु पर्यो अनि बल्ल युवा देश छाड्दैनन <br><br>भन्न सजिलो छ नेपालमै केही गर्नुस भनेर <br>लोड्सेडिङ अझैसम्म न हटेको देश मा केही हुने वाला छैन,2024-08-03T03:42:40Z,0,Comment,,code_mixed,nepali_english,0,47,youtube
@whistleblower7718,Politicians are main reason for all this.,2024-03-23T02:55:56Z,0,Comment,,latin,english,0,7,youtube
@sideone3581,"Ma Student , Ma Desh Choddne Kura gardena, Bichar pani rakhdena ra Mero Jiban Desh ko lagi samarpan garxu <br><br>Ma aasha badi xu, Purkhauli bichar rakhne ti Jada gadeka neta haru ko samuha jaba 10-15 barsha ma afno antim swaas pheri rakhne xa , Taba desh afno bikas ma sagaramatha ko uchai nagne xa , Taba pani ma ehi hune xu <br>edi kehi parivartan ayena bhane , Taba pani ma ehi hune xu<br>Jaba Bikasit desh haruma inflation, War ra poverty le garda, Tya basne batabaran pherinexa , Taba pani ma ehi hune xu <br>Ani Taba pani ma ehi rahnexu , Ma yo desh lai bacha rakhxu : ma chodne xaina <br>Ma marnexu ta lakhau aashirbad sanga : aashirbad nepali haruko , Nepal aama ko",2024-03-24T07:24:02Z,0,Comment,,roman_nepali,nepali,0,117,youtube
@malikaonline,रोमनिया को mbc नेपाल आउछ भन्ने समाचार आको थियो खै कहिले आउछ समाचार बनाउन पर्यो,2024-08-19T22:44:35Z,0,Comment,,code_mixed,nepali_english,0,15,youtube
@Debu_theeng,Ma pani jadai xu aba marna pareni maraula,2024-04-13T12:03:26Z,0,Comment,,roman_nepali,nepali,0,8,youtube
@theghost5514,bro mero University ma 1k+ nepali xan thori bhanau timi,2024-03-24T09:01:43Z,0,Comment,,roman_nepali,nepali,0,10,youtube
@roshanshah2779,Hami it padheko xoina <br>Hami k garne,2024-11-30T00:37:05Z,0,Comment,,roman_nepali,nepali,0,7,youtube
@abhishekpkr,Nothing is motivating me these days. When i start thinking the real life scenerio.,2024-03-27T06:40:01Z,0,Comment,,latin,english,0,14,youtube
@Jr.Er.ChiranjiviPoudel,Everyone didnot earn money  in international,2024-04-13T06:20:03Z,0,Comment,,latin,english,0,6,youtube
@je.buddhawaiba2504,21:04 ...<br>नेपालमा भइरहेको नै यही छ।<br>देश बिग्रेको नै यसले गर्दा हो।<br>म नि एक सरकारी कर्मचारी हुँ।<br>हामी त  टुलुटुलु हेरेर मात्र बस्न सक्छौँ।<br>केही बोल्न नि सक्दैनौ।,2024-03-22T08:11:36Z,0,Comment,,devanagari,nepali,0,30,youtube
@BichhanChitrakar-fp7ih,Babu timilai pani kasaile dependent ma japan ya kunai aru desh jau vanyo vane timi pani hidihalxau. <br>Ya timilai D.V paryo vane timilai jadainau ta. Sabai taak pare tiwari natra gotame ho.. bro so chill..,2024-03-28T02:10:37Z,0,Comment,,roman_nepali,nepali,0,36,youtube
@inkdouma,tapai jindagi ma k chahanu hunxa?<br>i want her T-T,2024-03-23T10:45:27Z,0,Comment,,latin,english,0,11,youtube
@saileshtuladhar3787,for me pariwar,2024-03-26T18:46:39Z,0,Comment,,latin,english,0,3,youtube
@jayhanuman3986,why should i stay in nepal give me one reason?????,2024-03-24T05:53:53Z,0,Comment,,latin,english,0,10,youtube
@ThePrince1003,I will tell you what is the problem in Nepal<br><br>Unemployment: Many of my friend left Nepal because of pure unemployment. One of my friend said I will do job if I get up to 25000 but he didn’t get it. He got job in few place where salary was between 10-15k He said I will do this but even that was not paid in time<br><br>Enterperneurship or business: The money cycle and credit system is shit in Nepal. People don’t pay money for goods and services in Nepal. For example if I sell good of 20000 in credit I must do 20 visits to get money back. Chanda Insecurty etc are other factor.<br>Bheda: people having enough income and every body is going because u are bhedas<br><br>It is the end no change is possible in Nepal. More than 50% land of agro products are not cultivated. Nepal can be hot spot for tourism. There lot of opportunities if this brain drain can be stooped,2024-03-25T00:27:40Z,0,Comment,,latin,english,0,169,youtube
@Nireyvlogs,Mero pani xetai visa aaye ni hune,2024-03-23T14:34:14Z,0,Comment,,roman_nepali,nepali,0,7,youtube
@jeshan-ii6dk,Should have made this video way before 🙃,2024-03-22T03:37:06Z,0,Comment,,latin,english,1,7,youtube
@ManishaBista-l8s,215 Countery,2024-09-27T15:06:32Z,0,Comment,,latin,english,0,2,youtube
@sujalbaral1009,Bro teme tw j vaya ni YouTube bata kamau xau hami k,2024-03-24T04:20:17Z,0,Comment,,roman_nepali,nepali,0,12,youtube
@Thakalg,Manpower Hoina Manchhe bechbigakhan office ho only Nepal ma matra manab taskari office Kholna paenchha 😂😂,2024-08-04T02:31:24Z,0,Comment,,roman_nepali,nepali,2,15,youtube
@TheThoughtCEO,Mero sapana bhanekai Des mai basera Des banaune ho . Yuba lai bides  Jana bata rokhne. Des mai rojgar create garne. Tesaile ta maile harek din entrepreneur related book study garxu. Bides janxu bhanne Sathi haru lai na Jana bhanera samjhaunu. Des banau yuba hami le na banaye Des kasle banaune ho.,2024-03-24T04:51:07Z,0,Comment,,roman_nepali,nepali,0,51,youtube
@Inteytim,"The fact is, all nations belong to Krishna. Everything belong to him. And, we are simply fight saying, ""this is ours, that is yours"". Think will cool head, isn't this simply madness?👽👽👽",2024-03-26T05:08:50Z,0,Comment,,latin,english,3,33,youtube
@mediprobijaya,"भन्नू भाछैन ,के गर्नु ईन्जिनियर हरुले पलिकाको काम पास गरे बापत 50k त चिया खान भन्दै लिन्छन् ।",2024-03-22T04:35:35Z,0,Comment,,code_mixed,nepali_english,0,18,youtube
@kamalitamang4164,Nepal ko yesto abasta vhayera hola Nepali lai bideshmai gayeni sukha xaina Nepalmai baseni sukha xaina (especially unemployment people),2024-03-23T18:51:05Z,0,Comment,,roman_nepali,nepali,0,19,youtube
@RONY_KE_TATHYA,Brother Can i upload your video on yt in hindi voice for indian Audiance,2024-03-26T15:36:46Z,0,Comment,,latin,english,0,14,youtube
@Avieonwheels,"Youth le change leuxa bhanxa yes true youth le nai leune ho . Tara Tara voting ma Kasari Kahile tyo teen ta jitxa ta . Okai buda pakha ahile Samma tyo haru sanga attached xa bhanxa okai understandable but usko chora chori haru ta hola educated, young and thinking about the country they could have guided their parents not to vote those three khai ta . Dherai kamti lai matlab xa desh ko barema ra aru sabai materialistic bhayi sakeko xa . Gora sanga Bihe garxa bhyabha sanga le bihe gardinxa hamro chori haru bideshi sanga Bihe gareko xa tara keta manxe le dherai kam xa bihe gareko bideshi . It feels like we are selling our daughters for all the materialistic things . Kindly Mukh chadne haru comment na garnu hola",2025-07-26T12:54:09Z,0,Comment,,roman_nepali,nepali,0,126,youtube
@rambhujel1554,Yo eartha ma 215 vanda dherai country xa ta ?,2024-03-23T13:02:14Z,0,Comment,,roman_nepali,nepali,0,9,youtube
@hangtech7754,म सरकारी जागिरे मान्छे त्यै पनि पैसाको यति अभाब हुन्छ नि लाग्छ देश त छोड्नै पर्ने रैछ तै पनि परिवार श्रीमती छोरा हेर्छु अनि चुप लाग्छु एकदम मौन,2024-03-23T05:59:00Z,0,Comment,,devanagari,nepali,0,28,youtube
@anilmahara235,अनि सरकार को मात्र दोष छैन सरकारको undar मा काम गर्ने कर्मचारी पनी चोरहरुले भरिएको हुनाले पनी हो,2024-03-26T10:31:13Z,0,Comment,,code_mixed,nepali_english,0,18,youtube
@sujankhadka1784,Maile pani iPhone kiney haiii😢😂,2024-11-18T19:59:30Z,0,Comment,,roman_nepali,nepali,2,5,youtube
@Plot2,"paristiti ko khola le ho hajur manis ko nauu xalaune , bidesh jane bato ma tyag hardwork ani problem dekhiye pani aantya ma samadhan dekhinxa tei bela nepal ko ta aas matrai ta ho, 12 sakne bitikai aaba 1 barsa german vhasa sikhxu ani ausbildung vanne vocational training and work ma janxu paisa kamauxu ani 4 barsa paxi bachleor pugne meri buini lai padne layak ko paisa kamauxu mamu ko lagi sanai vayeni ghar banauxu ani ma pani aafule maya gareko manxe sanga sapana sakar parxu . J jasto jasari vayeni voli ka din ma mamu meri uni meri buini ani mera yedi koi hune xan vane eekai tham vayeko herne xu ani safalta tei hune xa aasa xa teti bela samma ma nepal farkera basda vai goni vanne soch ra tyo soch ko reality strong banos aafno des nai ghumna na pai bidesh janu pareko betha bidesh ko paisa le aafno desh ghumera sakna pam aantya ma tapaile vane jastai feri vetamla na hai kei saal paxi",2024-03-23T09:27:09Z,0,Comment,,roman_nepali,nepali,0,166,youtube
@dipak.KC_10,baahira jaane   <br><br>paxi aayera nepal ma nai kei garne,2024-04-20T08:29:22Z,0,Comment,,roman_nepali,nepali,0,9,youtube
@DipendraDangal-lg2oq,Yetti herexi ta jhan bidesh nai jane confrom <br>Ma ni 4 barsa aaghi samma ta mareni bidesh janna vanne manxe ma aaile Maldives aako xu 6 mahina vo aaba 19 mahina ma farkiyera poland jane sochma xu ma ni kinaki maileni nepal mai kei garxu janna bidesh vanera pikup kinera chalauthe aafai tara k garnu  lastko chunab paxi artha tantra damadol tax. Matra dherai ani aako xu kehi sammaya lai yaha farkiyera nepal aayera sadhaiko lagi Europe lagxu ma pani ani tapaile pariwarko kura garnu vo maya ko kura garnu vo xoro manxe le taba matra izzat ra maya pauxa jaba usle kamayera sabai lai khusi rakhxa ani matra uh ni khusi hunxa izaat maya pauxa.😊😊😊<br>Kehi galti bolema mafi pau😊😊,2024-04-03T16:41:50Z,0,Comment,,roman_nepali,nepali,5,121,youtube
@realukjourney,Nepal basau bhaner desh bhakti dekhaunu vaneko feri 16 hajar barabar jati marer feri ganatrant lyunu pani jasti ho,2024-03-23T23:03:54Z,0,Comment,,roman_nepali,nepali,0,19,youtube
@balaramsharma4966,70%  young people want to go abroad,2024-03-23T16:32:01Z,0,Comment,,latin,english,0,7,youtube
@TEAM_NG2059,Talk about mcc ni Nepal,2024-03-23T06:13:54Z,0,Comment,,latin,english,0,5,youtube
@SusanKhajum,bro timi le po youtube bata dollor chapiraxau <br>Ta hami jasto middle class le garne vanekai<br>Bidesh ma kam ho,2024-03-25T05:19:46Z,0,Comment,,roman_nepali,nepali,0,20,youtube
@azeditor_,"But Dai , बढदै गएको AI replacement KO Ni ?  <br>IT sector ta AI le takeover Garna sakxa within next 15 years ,then what ?",2024-03-22T06:12:05Z,0,Comment,,code_mixed,nepali_english,0,22,youtube
@CaptOv,Its true nepal ma job market ekdum khattam ani kati thau ko human resource department ma bhako haru ma ni skill ko kami dekhe.. fresher/no job experience bhanera vacancy kholne ani interview ma experience ko kura sodhne.. ani kina na jaos yuva yo desh bata,2024-07-30T11:29:01Z,0,Comment,,roman_nepali,nepali,0,46,youtube
@Rohit-mt5oh,Ta mula jasto le desh ma kei garna sakdainas bhai😡😡😡,2024-07-31T14:41:40Z,0,Reply,UgwOv9K6wNJ-FvmEe654AaABAg,roman_nepali,nepali,3,10,youtube
@CaptOv,@Rohit-mt5oh paila sodhne gar kasle k garirako cha bhanera tessai ufridai aaune haina bhai.. yo desh ma maile thorai bhaye ni aile samma 18 jana lai rojgar deko chu.. ani satya bolda ta jasto lai ho polne..,2024-07-31T15:30:27Z,0,Reply,UgwOv9K6wNJ-FvmEe654AaABAg,roman_nepali,nepali,0,37,youtube
@RomanDon-bb1rq,10class pass vako bidesh jane soch theo tara yo video herera mero mind changevo abo bidesh ta ghumna matrai janiho,2024-04-09T16:17:11Z,0,Comment,,roman_nepali,nepali,0,20,youtube
@RajuChaudhary21-yu4fz,Kunai din google map bat nepal vanne country thiyo tyo ni dekhin 😂😂,2024-03-26T04:58:44Z,0,Comment,,roman_nepali,nepali,2,12,youtube
@PramodKoirala-y8t,हाम्रो पाला मा हस्त लिपि थियो पासपोर्ट  पछि आको एम आर पि त नेपाली ॐ शिव,2024-04-01T11:25:19Z,0,Comment,,devanagari,nepali,0,16,youtube
@shortscreator231,UK dream. Country with permanent citizens ship,2024-07-11T07:14:53Z,0,Comment,,latin,english,0,7,youtube
@chill_eagle,You leave I stay. Less traffic jam,2024-06-01T11:15:52Z,0,Comment,,latin,english,0,7,youtube
@Clashersagar,Nepal la India lai pani pani banauna man xa 1 cheez vanxu hamro. Nepal ko pani boarder line ma akatha grarw golo banauna india lai antatika tira janxa 1ota sio ghusyo vana kasto ananda auxa birami lai relax hanxa tasti hamro nadi lai boarder ko purva paschim ghumaidina pani ko dyam banauna 50 60 tala samma ko badi bolyo vana missile defence la Vanda Pani pani gardina boarder ma aarpar air mtra grako ramro ho ajib xan nepali manxa,2024-03-24T15:56:10Z,0,Comment,,roman_nepali,nepali,0,79,youtube
@sisnudhedo75,"Exodus of viable youths abroad looking for a better prospects is not a new phenomenon and Nepal is not alone on this.  This is inevitable and getting globally a new normal.  However, our own politicians made it worse, by creating an impossible situation by imposing more restrictions to those wishing to return the country.  While China, India and many countries are welcoming their citizens back to country with an open arms we are harnessing our citizens with retributions, contempts and vengefulness. Stop this nonsense, our youths have moved with time and we have definitely moved from Lal Babu Pundit’s ere.",2024-04-28T08:58:36Z,0,Comment,,latin,english,0,101,youtube
@environmentnabin,Ukalo ma Santosh basnet ki subas basnet?,2024-04-13T05:04:43Z,0,Comment,,latin,english,0,7,youtube
@PramodKoirala-y8t,नेता ले पाल्दिन्छन स्वास्नी छोरा छोरी उपचार दबाही खर्च ॐ शिव,2024-03-23T12:10:17Z,0,Comment,,devanagari,nepali,0,11,youtube
@BiratLamsal-to2lf,541 BHAKO RAIXA 1541 KO THAU MA 2021 KO DATA  MA,2024-06-26T08:15:39Z,0,Comment,,latin,english,0,11,youtube
@The_Some1,"नेपालमा राम्रो कमाई भए पनि के गर्ने???<br>सरकारी हो या प्राइवेट हस्पिटल मा लाखौं खर्च गर्ने क्षमता हुँदा पनि पार्टी को पहुंच नहुने हो भने राम्रो उपचार र सेवा पाइँदैन। भाग्य को खेल ले केही कानुनी सहयोग लिनु पर्ने भयो भने त के भन्नु। पैसा तिरे जस्तो न सेवा छ, न पैसा तिरे जस्तो लोकल होस् या विदेशी समान पाउँछ, साधारण एउटा मान्छे ले पाउने व्यक्तिगत हक पाउन नेता चिन्नु पर्छ भने नेपालमै लाखौं पैसा कमाएर के गर्ने???",2024-03-22T02:48:32Z,0,Comment,,devanagari,nepali,0,78,youtube
@PramodKoirala-y8t,बाध्यता भहेसी लाग्नु नि पर्यो नि नेपा ल कि बिदेस रे घरा बसेर क्यार्नी हो नेता ले दिदैनन पैसा कता छ देसा रोज गार तेत्रो बिदेस रि ण तीन लाई पुग्दैन ॐ शिव,2024-03-23T12:09:02Z,0,Comment,,devanagari,nepali,0,33,youtube
@aakashbogati04,215 countries how?🤔,2024-03-22T02:14:15Z,0,Comment,,latin,english,1,3,youtube
@suvamkharel541,"Also when you mentioned a person in IT earning money in dollars; you made a very vague argument. just cos an individual works for foreign company while in Nepal, doesnt mean he is earning top dollar, they are getting grossly underpaid compared to foreign national. For example average salary of US software egr is 130-150k USD whereas in nepal its around 1-2k USD. You do the math. Foreign companies deliberately hire south asians giving them remote jobs so they can pay them SIGNIFICANTLY less than how much theyd have to pay a US citizen",2024-03-24T04:19:46Z,0,Comment,,latin,english,0,96,youtube
@subash.moktan,भावनाले जीवन चल्दैन…,2024-03-24T04:31:19Z,0,Comment,,devanagari,nepali,0,3,youtube
@Tharurajababu,"तस्कर र भ्रष्ट नेता संग सातगठ छैन भने १००% विदेश, बस्नलाई परिवारको अनुह्वार हेरेर मात्र हुन्न, उनीहरूलाई पाल्नु पनि पर्यो",2024-03-22T12:16:25Z,0,Comment,,devanagari,nepali,0,20,youtube
@KritanDahal-ez6nz,Sir nepali haru 215 ota des kasari jana sakxan world ma 195 ota des xa 2:15,2024-10-23T02:18:38Z,0,Comment,,roman_nepali,nepali,0,17,youtube
@kchata3041,Nata passaion nata skill nata bidesh jani aath😢,2024-03-24T11:13:11Z,0,Comment,,latin,english,1,8,youtube
@SarmilaBasnetvlogs,Dolar bhittarayune illegal 😢 xainna rw,2024-03-22T06:28:20Z,0,Comment,,latin,english,1,5,youtube
@sangeetadulal6189,Nepal tyagera bidesh nai basni haru future pani sochnu jasari madhesh bata pahadi lakhetiyeko thiyo ek din bidesh bata Nepali nalakhetiyela vanna sakinna ..,2024-03-29T01:51:02Z,0,Comment,,roman_nepali,nepali,0,23,youtube
@Bivashtiwari,Yo question sarkaar sanga sodhnus youwa kina bidesh tira jadai xan...? Hun ta bhrastachari harulai k Matlab youwa ya basun ya bidesh jaun,2024-03-24T05:33:17Z,0,Comment,,roman_nepali,nepali,0,23,youtube
@Rider77726,Jau bidesh tarw 25 Vanda pahila jau ani 36 vanda pahila farkiyera bideshma kamako paisa Nepal ma business gara,2024-04-12T11:22:42Z,0,Comment,,roman_nepali,nepali,0,19,youtube
@teamgx8126,Yasto lamo country ma k basnu yaha bhada magera 10 hajar pauna muskil canadama tei bhada magera 4 lakh auxa,2024-03-27T12:45:18Z,0,Comment,,latin,english,0,20,youtube
@JabeguAakrosh,Vakkar bidesh aako mah<br>Farkum farkum lagirako xah yoh video hererw tw 😪,2024-05-16T16:09:35Z,0,Comment,,latin,english,1,12,youtube
@TiRTiRa,K study visa ma Russia janw sakinxha?,2024-03-23T16:08:22Z,0,Comment,,latin,english,0,7,youtube
@mannpun9980,"Jun jogi ayeni kaan chiriyeko bhayera ho, 250 years samma desh bechera khane harule sashan garepaxi 10 years ma kasari change hunxa babu😅",2024-05-27T12:47:53Z,0,Comment,,roman_nepali,nepali,1,23,youtube
@riyachaaa,Who's cutting onion here?😭,2024-05-30T05:42:43Z,0,Comment,,latin,english,1,5,youtube
@nihsyub1039,Aba A.I. aisakyo bhai Nepal ta kangalai ho,2024-03-23T05:54:40Z,0,Comment,,roman_nepali,nepali,0,9,youtube
@robartniraula5583,27.12 minute ma  Success ko spelling galat bhayexa hai... criticize gareko haina galat bhayexa bhanera matrai bhaneko ho hai..,2024-03-29T13:45:42Z,0,Comment,,roman_nepali,nepali,0,20,youtube
@shivam30031,Nepal ma basne ho bhane krishi garera aafaile customer lai bechna parcha,2024-07-26T04:24:49Z,0,Comment,,roman_nepali,nepali,0,12,youtube
@azitpathak4739,dai subash basnet ho hai,2024-05-21T08:42:21Z,0,Comment,,roman_nepali,nepali,0,5,youtube
@yamunabhattarai9572,Kasto aashu nai aayo,2025-03-21T15:29:31Z,0,Comment,,roman_nepali,nepali,0,4,youtube
@nilamsoni1822,Nepali parents lai mbbs Ra engineering Ani loksewa baahek Aru kunai kaam kaam nai lagdaina,2024-03-25T08:02:37Z,0,Comment,,roman_nepali,nepali,0,15,youtube
@rimalbai,जुन काम सरकारले गर्नुपर्ने हो त्यो काम यो च्यानल ले गर्देको छ।,2024-04-07T16:26:49Z,0,Comment,,devanagari,nepali,0,12,youtube
@bipultamang7061,nepal ma kaam xa tra chineko manxe chainxa,2024-04-15T06:06:25Z,0,Comment,,roman_nepali,nepali,0,8,youtube
@TheTravelerSubarna,"विदेश जानेकि देशमै केहि गर्ने भन्ने सोचमा रुमलिदा रुमालिदै इञ्जिनियरिङ्ग फिल्डमा रहेर काम गरेको पनि पांच वर्ष भएछ। समस्या एकातिर छन, रहर छन, सपना छन, जिमेवारी छन ।  कहिले काँही पलाएन भैदिउकि जस्तॊ नि लाग्छ तर फेरि कुनै दिन फर्केर आयासी के गर्ने कताबाट सुरु गर्ने भन्ने लाग्छ। पुरानो हुदै गएको घरको छानोले एकदिन अबस्य रुप फेर्नेछ, ताडिएका सम्बन्ध नजिक पक्कै हुनेछन, खुसियाली पक्कै छाउनेछ, दिन पक्कै फिर्नेछ, आशा को दियो अझई बलिरहेको छ,  बस केहि समय धैर्य गर्नु है आमा- बुवा !!<br>https://www.youtube.com/watch?v=pTRgJVx5zd0",2024-03-22T10:03:44Z,0,Comment,,code_mixed,nepali_english,0,82,youtube
@Aasis7,Malai mero desh mero pariwar jati nai maya lagxa 🇳🇵*,2024-03-26T07:06:30Z,0,Comment,,roman_nepali,nepali,2,9,youtube
@MilanBhujel-d3d,"Ab bidesh nai jaane ho sir ..,...... Aru coment lekhn ni man xain😢",2024-04-15T04:19:17Z,0,Comment,,roman_nepali,nepali,1,12,youtube
