comment,intent,primary_driver,value_orientation,affect
"Nepal is love.. but corruption, manipulation and harassment from authorities in Nepal is what made me leave. I don't want to feel helpless knowing I am getting robbed in every single way. I still see no hope there and I don't ever plan on returning. I am sorry guys. Peace out. 🤍",Needs Human Review,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
Ma pani aaba +2 didai xu ra aaba k garni vanni question ley malai satai raheko xa💔<br>Desh ko maya tw xa tara paristhiti ley bidesh nai bolai raheko dekhxu ma<br>Political instability,Pro-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
म जान म हि पासपोर्ट नेपाली चाहे अब मलेसिया बाट आको छ बर्स भयो नेपाली नै बनाइन्छ नागरिकता त च्यातिन्न आफ्नो बाध्यता काम गर्न जाने मात्र हो देस त नेपाल नै हो ॐ शिव,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
bro yo samsad bhawan ko bare ma video banauna yr nepal sarkar le bhada ma leko horw??,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Despairing/Sad
We need to stop this trend. Nepal is our country even china Korea had more bad condition compared to Nepal. If we put little bit effort we can make Nepal develop,Pro-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Bedish ta Janai parxho brother Nepal ma k garnu,Needs Human Review,Needs Human Review,Individualist-Self,Pragmatic
No more trash talk .... Nepalko Dhruv rathi... I m gonna subscribe ur channel now.. keep more research.,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
IT Ko ne nepal ma kam chaina i9 auda 8085 padaucha algorithm ko nam ma 19 year ago use algorithm padaucha,Anti-Migration,Systemic/Political Anger,Individualist-Self,Pragmatic
म बाँचे नबाँचे पनि मेरो देश बाची रहोस् 😢🇳🇵,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
म एउटा 24 बर्षिय युवा हु 8 बर्ष भयो बिदेस बसको तर एसरि दन प्रती दिन बिदेसिनेको सङ्ख्या बडेको सुन्दा दुख लाग्छ,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
I have a question   aila ka  kata  kati haru   school ma parda la sabi la    smoke. Gaga khn  tira lagan ka. Xan,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
सबैभन्दा पहिले थोरै हेरेर गरेको कमेन्ट् हो UAE धेरै आउनुको Reason पनि एता बाट अलिकति सजिलोसँग europe जान मिल्छ भन्ने हाल्लालेहो तर सबैभन्दा धेरै ठगीको शिकार हुने नेपाली हरु नै हो है UAE मा 🙏🙏बिचार आफ्नो हो😢,Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
"Nepal ma kunai carrer xaina sir,ghar ko problems nii hernu parxa 😢, Maya ta aarkai kura xa.Maya le sab thok hudai na<br>Main kura xa paisa",Anti-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
15 वर्ष भयो अब खाडीले पुगेन अब युरोप तिर लागिन्छ होला।,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
मेरो मनको कुरो गर्नुभयो sir,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
There will be no one in Nepal after 15 years. It has always been a cycle of people from the villages moving to cities and people from the cities moving overseas. There is no more sufficient population left in the villages to re-stock the current void that is being created from the people in the cities moving overseas.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Whatever you are saying is bitter truth of nepal 😢,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
नेपाल भनेको झोले बिद्यार्थी संगठन कार्यकर्ता को बस्ने ठाउँ  हो,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Aarko dark truth xa <br>Nepal ma aaune youth haru dherai le drugs use garxan 😢,Needs Human Review,Systemic/Political Anger,Individualist-Self,Despairing/Sad
🎉dai drock ko pani kaii chayo sujab,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"yo ta overall ghumne wa aru prayaojan le gaka pani included data ho ni ta. Indian haru ta jamma 25 lakh emigrate vako chaina 2023 ma, india jhan nepal vanda kayaun guna emigrate hune desh. esto vramak data nadiun.",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
Tapaiko kura suni rahada mata purae npl fukka khali kohi hudainan hola kasto hunxa hola tyo bela hami t mato khai halxan kuro sahi xa chitta bujdo xa😢,Needs Human Review,Needs Human Review,Individualist-Self,Despairing/Sad
Bottom line:...Go follow your dream!!!,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
We need to build our nation strongly. Cancel passport. बास/ गाँस /कपास /शिक्षा र स्वास्थ्य को ग्यारेण्टी लिनुपर्छ। सात प्रदेश खारेजी का साथ नेता मन्त्री को संख्या मा कटौती गर्दै खर्च न्यूनीकरण का साथ नियन्त्रण हुनैपर्छ । हामी युवाहरूले जिम्मा लिनुपर्छ। 🙏,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Sammaney kharcha bhanda aadhi salary hunchha Nepal ma ke garney ta.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Ekdam ramro desh xadeko Ma pani codne xu if I got chance and hope sabaile dodos I hope sabai tira gus power normal Manxe lai saas ferna pani garo xa Saab tira guus rw power calne bhayerw private government gareko offices harek pasal pasal ma rw ghar haina desh khali hunu parxa Saab Chor nai Chor xa Nepal baserw k Garnu bolna sajilo xa hami Nepali Janata lai kei subida Xaina khali paisa kata bata guus kasari paisa Asul xa even Baira Gayerw paisa pathauda tya bata paisa kata lui ani ya tw Xaina Baira bata paisa pathauda ghar testo ya testai k Garne Horw ya baserw euta well educated Manxe le normal kam pauna garo xa euta aram le ghar calaune salary huna lai so kna basnu ya even dindinai cusiraxan paisa sarkar le kaile Kata bata kaile Kata bata even sano sano kam kura Ma wo sabda bole ma paisa lagne bhaisakyo k garo facilities tw parai jaos so khali hunaiparxa ❤ euta sano business garna khojyo caldaina loss ma janxa kaile calihale pani ramro snga calne condition Xaina Aile ani k garerw basnu yesto ya Toit 😡it’s easy to say speak and tell it’s f****g hard to manage everything 😡family tw Khasi pyaro re 😂😂😂Jana afno thaplo Ma sabai responsibilities auxa family ma 9  10 family ani sabai responsibilities afno thaplo ma auxa ani family khusi hererw kasari basxa 😂😂😂😂bole jasto hudaina byapar ma babu it’s f*****g easy to speak and write 😂😂😂😂,Pro-Migration,Needs Human Review,Needs Human Review,Angry/Frustrated
“Opportunity in crisis” mul dharana yei xa aile <br>Ek dui Barsa herxu . Vayena vane ma ni taaap 😂,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Ma pani japan aako 10 yrs pugexu,Pro-Migration,Needs Human Review,Individualist-Self,Pragmatic
Yo post fb ma share garnu milcha ki mildai na sir alikati choto crop garera,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
देश मै बस्छु भनेको थिय Gf ले नि छाडेर गै जे होस तर बिदेश त जान्न भन्छु तर खोइ😢,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
"Jo sanga IT Skills xaina uh k garxa?<br>Sabai jana businessman huna sakdaina, sabai jana IT mai involve hudainan so uh k garxa?",Needs Human Review,Economic Necessity,Individualist-Self,Pragmatic
5:35 permanent resident (pr) hunu vaneko naagarikata tyagnu hoina...yo vram hataaunu hola...aru desh ko naagarik (citizen) hunu pani tyagnu hoina tara hamro des ko kanun anusar khosinxa vanne kuro maatra ho...tei pani aba ta NRN citizenship aaisakya xa....maile sune anusar law aile puranai vayeko karan NRN citizenship holder le pani hya Nepal aauda visa lagaauna pareko xa re....yes barema anusandhan garera video banaunus baru.😊,Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Malai 99 percent bidesh Jana man thiyena tara 1 percent le bidesh aauna badhya banayo ... Mero problem chai 1 time investment money thiyo Jun maile churlummai dubaye ... so rin ko bhaari liyera bidesh aaye ... ajhai pani Nepal maa monthly 50 60 thousand kamaune guarantee hunthyo bhane sayad thorai Nepali matra bidesh Janthe...,Pro-Migration,Needs Human Review,Individualist-Self,Pragmatic
It’s fashion,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"6 jana ko seat ma 1400 jana le bhareko xa, afno chance aunxa bhanne kaile?",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Keila kai lagxa gayra nirxhwan hawa ma boom ma faldima jsto desh ko halat herdaaa. Aajai kati khnxou desh lai rajnati garyra aba ta xhodaa .🙏🙏🙏🥲🥲,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Despairing/Sad
"Hami huba nepalmai basam family background yata uti samasya kei nahereu frustration debt mai basum bardun nepal desh lai , risau galat kaam nagarau .<br>Frustrated ra irritated Yuba Nepal mai basesi kei change aucha kie",Anti-Migration,Family Obligation,Collectivist-Family,Hopeful/Motivated
My title is Malla - Bau ko tanai sampati cha ktm bhitra ani baira.... <br>Professionally I'm a banker.. at the age 23 I own a car around 45 lakhs price from my own money <br>Nepal mai basi kamai car chadi hidna milxa,Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
"मैले नी यो भिडियो पुरै हेरेर केहि कुरा लेख्दैछु एक पटक पढ्नुहाेस् ल।<br>म एक अति सामान्य घरकाे जेठो छोरा उमेर भर्खर २० । जे जसाे भएपनि केही गर्छु भनेर काठमाडौं छिरेकाे  ,मनमा बिभिन्न किसिमका कुरा खेलाउदै साथी हरु संग संगै पढियाे काेरियन  तर जति जति यसकाे पढाई सकिन आँट्यो त्यति त्यति मनमा सङ्काेच लाग्न थाल्यो मैले कतै ठुलै गल्ती गरे की 😢<br>हुन त म एक पटक मै कराेड कमाउछु भन्ने र बिदेश जान्छु भनेर साेच्नै सक्थेन् तर जब काठमाडौं पुगे तब थाहा पाए देशकाे वास्तविकता र लाग्न थाल्यो अब म एक्लै हुन्छु र नेपालमा जे जति कमाएपनि  गरिब नै ,अनि लागे कोरियन तिर , तर मनले सधैभरी काेरियन मा फेल हौ र सानाे कमाइ गरेर  घरमै बस्न भन्छ।  अझै देशको अवस्था प्युन काे जागिर को लागी पनि कमिसन रे त्यो देख्दा सबै ......😂",Neutral/Observation,Needs Human Review,Needs Human Review,Despairing/Sad
Romania Croatia Portugal ko data mistake xa kina vane Croatia Romania aayeka jati vagera Portugal janxan tesaile double count vairaxa data ma,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Malai ni desh farkinchu vavisya ma vanera asabadhi chu tettin jyal natrito ma pariwwartan huncha vanera,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
"India ani Nepal ka nagarik matra chhan rw yo bishwo ma, jo canada ani australia jasta country haru le hire garne. World ma kati dherai country haru chha jaha nepal ko bhanda quality education deeinchha. Mero desh jaile yestai.",Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Student haru lai Mero passion k ho vana Ra nai thaxayna na😐 brother saknu hunxa vanni student haru la passion kasri choose garni ma ni video banau nu na🤕🤕,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
yo desh lai pariwartan garnu xa vane sarba pratham rajniti ma laje ka hamra baje haru lai aram garna launu parxa.,Neutral/Observation,Family Obligation,Collectivist-Nation,Pragmatic
Nepal needs two passports : global citizenship identification free to migrate anywhere in the world even the Antartica and Nepali citizenship only eligible to stay in Nepal not even the India border. This should serve the interests of the socalled country Nepal.,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Only IT  is booming what about the automobile sector will auto engineering  students like me will be useless,Needs Human Review,Economic Necessity,Needs Human Review,Pragmatic
Ma euta doctor. MD sakeko doctor. Mero salary JAMMA 50 hajar cha Nepal ma. Sarkar le dine nai teti ho. Kaam hapta KO 90 ghanta bhanda besi garna parcha. Hami doctors haru kina basne ta ? <br>Ma Pani process gardai Chu. Kunai security chaina hamro desh ma nata ramro income nai . <br>Process huna bittikai jadaichu.<br>50 hajar le ma k garnu ? Family lai khuwauna baccha lai padhauna sakincha ta ?,Anti-Migration,Economic Necessity,Needs Human Review,Pragmatic
पकै पनि हो पद्द्ति फेरि ने छ र 15 बर्स पछि  अहिले बाहिर जाने केहि % अब्सय आउन छ्न,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Delivery garna khojeko kura ramro chha. Opinions chahi I'd like to hear less. Manipulative lines pani chhan. Positivity failauna khojeko video ma negative line kam gareko bhaye better hunthyo jasto lagchha. (Neta harule desh bechenan bhane... purely emotional line).<br><br>Quality control issue chahi ali dherai raichha. Spelling mistakes (Quatar, नाहुँदा...) in edit, name nai arko (Suvas - Santosh) and more. Recheck before uploading so quality is improved overtime.",Neutral/Observation,Needs Human Review,Collectivist-Nation,Pragmatic
One Day I Will Leave This Country Ever and Ever Permanently settling in Another country Gaiko Masu Khane kasam♥️🇺🇸,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
manxey jata vayeni yo man ta mero sadhai nepali nai rahanexa🚩,Neutral/Observation,Patriotism/Love,Individualist-Self,Despairing/Sad
Sir turkey nepali ko lagi kasto xa,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Ho yo kura Sahi ho ma ni auta yuwa ho K garnu aba Maya lagcha Nepal ko ani Bidesh gayeci badincham hami yuwa haru chodera jam Nepal vanda afno sabai bigrincha yaha system banaideko cha Nepal ma sab corruption chan politicians Yei chor haru lay garda yuwa haru bideshiyeko ho,Anti-Migration,Needs Human Review,Collectivist-Nation,Angry/Frustrated
के हामीले नेपालमै बसेर केही गरेर खान मिल्छ कि मिल्दैन होला नि त मेरो सोच पनि त्यही सम्म नेपालमा आएर के गरेर खान्छु भन्ने तर नेपालको पोलिटिशन देखेर डर लाग्छ।😢,Anti-Migration,Needs Human Review,Individualist-Self,Despairing/Sad
You can always stay in Nepal when you can’t go abroad. So try going abroad first.,Anti-Migration,Needs Human Review,Individualist-Self,Pragmatic
professor asked me what is your plan about future? I said I will go to my home country after completing my master. He used to laugh and said you are in trap now.,Needs Human Review,Economic Necessity,Individualist-Self,Hopeful/Motivated
"Tara yeuta kura birsana bhayo hajurle bhanna. Yeso sochnu hos ta.. Parents haru pani jimberwar chan chora chori bidesh jaanu maa. Kina ki dherai jaso parents le Dr. Enginneer, Pilot, Nurse matra baneko herna chahancha afno chora chori. Yesai karan le garda chora chori ko aru talent haru use garera yaha kei garchu bhanne lai baato nai chaina. Ra tee chora chori haru Bidesh jana pareko cha paisa kamauna..",Pro-Migration,Family Obligation,Collectivist-Family,Angry/Frustrated
"Correction, puerto rico isnt a separate country. It is a US territory and you do not need US passport or visa to go in a out of mainland US to PR",Pro-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
Dai yo visit visa Pani 50% ta naauhnay manxay Hun,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Singapore ma pani Working visa pauchha..?,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
😢 Mann nai khalabal vayo,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
Bro ma pani japan aayo 7 yrs bhai sako?Nepal jana sake ko chaina?week month year kati chito janxa ? Bidesh koi   pani na aaunu hola ? YO TRAP HO?,Pro-Migration,Patriotism/Love,Individualist-Self,Pragmatic
Nepal ma hotel rw tourism ko ni dhr scope xa yo video ma yo Sabandhi euta ni word aayena 😢,Anti-Migration,Needs Human Review,Individualist-Self,Despairing/Sad
Derai gahan subject lai uthaunu vayo,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
21:00 is the reason to leave Nepal.,Needs Human Review,Patriotism/Love,Individualist-Self,Pragmatic
Malai esto lagx next 300 years ma Bangali r Indian Muslims ko dherai jansankhya hune x Nepali ko anupat ma kinabhane uniharulai jamin bhae hunx Tara Nepali American life chainx.,Needs Human Review,Patriotism/Love,Individualist-Self,Pragmatic
Portugal ma 45/50 thousands,Pro-Migration,Needs Human Review,Individualist-Self,Pragmatic
"१. तपाई अविवाहित हुनुहुन्छ भने कहाँको पार्टनर रोज्नु हुन्छ? <br>२. भिषा लाग्ने भए, तपाई कहाँ पढ्न वा जागिर गर्न वा ब्यापार गर्न चाहनुहुन्छ ?<br>३. नेपालको विकासको जिम्मेवार ब्यक्तिहरूको मनोबृति हेर्दा देश अझै बन्ने संकेत देखिदैन ।",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
why is there no policy for having multiple passports in nepal?,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
South sudan ma ta UN missiom jane nepal army ko batallian gaye hola ni.,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
देशको अस्तित्व जोगाउने कि आफ्नो परिवार <br>तिमी rich kid होला जस्ले एस्तो कुरा गर्छ <br>नेपालमै काम गर्दा 1 घण्टा को 2000-3000 रुपैया हुनु पर्यो अनि बल्ल युवा देश छाड्दैनन <br><br>भन्न सजिलो छ नेपालमै केही गर्नुस भनेर <br>लोड्सेडिङ अझैसम्म न हटेको देश मा केही हुने वाला छैन,Anti-Migration,Needs Human Review,Collectivist-Family,Pragmatic
Politicians are main reason for all this.,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
"Ma Student , Ma Desh Choddne Kura gardena, Bichar pani rakhdena ra Mero Jiban Desh ko lagi samarpan garxu <br><br>Ma aasha badi xu, Purkhauli bichar rakhne ti Jada gadeka neta haru ko samuha jaba 10-15 barsha ma afno antim swaas pheri rakhne xa , Taba desh afno bikas ma sagaramatha ko uchai nagne xa , Taba pani ma ehi hune xu <br>edi kehi parivartan ayena bhane , Taba pani ma ehi hune xu<br>Jaba Bikasit desh haruma inflation, War ra poverty le garda, Tya basne batabaran pherinexa , Taba pani ma ehi hune xu <br>Ani Taba pani ma ehi rahnexu , Ma yo desh lai bacha rakhxu : ma chodne xaina <br>Ma marnexu ta lakhau aashirbad sanga : aashirbad nepali haruko , Nepal aama ko",Anti-Migration,Family Obligation,Collectivist-Nation,Hopeful/Motivated
रोमनिया को mbc नेपाल आउछ भन्ने समाचार आको थियो खै कहिले आउछ समाचार बनाउन पर्यो,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Ma pani jadai xu aba marna pareni maraula,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
bro mero University ma 1k+ nepali xan thori bhanau timi,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Hami it padheko xoina <br>Hami k garne,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Nothing is motivating me these days. When i start thinking the real life scenerio.,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Everyone didnot earn money  in international,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
21:04 ...<br>नेपालमा भइरहेको नै यही छ।<br>देश बिग्रेको नै यसले गर्दा हो।<br>म नि एक सरकारी कर्मचारी हुँ।<br>हामी त  टुलुटुलु हेरेर मात्र बस्न सक्छौँ।<br>केही बोल्न नि सक्दैनौ।,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Babu timilai pani kasaile dependent ma japan ya kunai aru desh jau vanyo vane timi pani hidihalxau. <br>Ya timilai D.V paryo vane timilai jadainau ta. Sabai taak pare tiwari natra gotame ho.. bro so chill..,Pro-Migration,Patriotism/Love,Needs Human Review,Pragmatic
tapai jindagi ma k chahanu hunxa?<br>i want her T-T,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
for me pariwar,Neutral/Observation,Family Obligation,Collectivist-Family,Pragmatic
why should i stay in nepal give me one reason?????,Anti-Migration,Systemic/Political Anger,Individualist-Self,Needs Human Review
I will tell you what is the problem in Nepal<br><br>Unemployment: Many of my friend left Nepal because of pure unemployment. One of my friend said I will do job if I get up to 25000 but he didn’t get it. He got job in few place where salary was between 10-15k He said I will do this but even that was not paid in time<br><br>Enterperneurship or business: The money cycle and credit system is shit in Nepal. People don’t pay money for goods and services in Nepal. For example if I sell good of 20000 in credit I must do 20 visits to get money back. Chanda Insecurty etc are other factor.<br>Bheda: people having enough income and every body is going because u are bhedas<br><br>It is the end no change is possible in Nepal. More than 50% land of agro products are not cultivated. Nepal can be hot spot for tourism. There lot of opportunities if this brain drain can be stooped,Needs Human Review,Economic Necessity,Individualist-Self,Needs Human Review
Mero pani xetai visa aaye ni hune,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Should have made this video way before 🙃,Neutral/Observation,Needs Human Review,Individualist-Self,Needs Human Review
215 Countery,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Bro teme tw j vaya ni YouTube bata kamau xau hami k,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Manpower Hoina Manchhe bechbigakhan office ho only Nepal ma matra manab taskari office Kholna paenchha 😂😂,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Mero sapana bhanekai Des mai basera Des banaune ho . Yuba lai bides  Jana bata rokhne. Des mai rojgar create garne. Tesaile ta maile harek din entrepreneur related book study garxu. Bides janxu bhanne Sathi haru lai na Jana bhanera samjhaunu. Des banau yuba hami le na banaye Des kasle banaune ho.,Needs Human Review,Economic Necessity,Individualist-Self,Pragmatic
"The fact is, all nations belong to Krishna. Everything belong to him. And, we are simply fight saying, ""this is ours, that is yours"". Think will cool head, isn't this simply madness?👽👽👽",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"भन्नू भाछैन ,के गर्नु ईन्जिनियर हरुले पलिकाको काम पास गरे बापत 50k त चिया खान भन्दै लिन्छन् ।",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Nepal ko yesto abasta vhayera hola Nepali lai bideshmai gayeni sukha xaina Nepalmai baseni sukha xaina (especially unemployment people),Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Brother Can i upload your video on yt in hindi voice for indian Audiance,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Youth le change leuxa bhanxa yes true youth le nai leune ho . Tara Tara voting ma Kasari Kahile tyo teen ta jitxa ta . Okai buda pakha ahile Samma tyo haru sanga attached xa bhanxa okai understandable but usko chora chori haru ta hola educated, young and thinking about the country they could have guided their parents not to vote those three khai ta . Dherai kamti lai matlab xa desh ko barema ra aru sabai materialistic bhayi sakeko xa . Gora sanga Bihe garxa bhyabha sanga le bihe gardinxa hamro chori haru bideshi sanga Bihe gareko xa tara keta manxe le dherai kam xa bihe gareko bideshi . It feels like we are selling our daughters for all the materialistic things . Kindly Mukh chadne haru comment na garnu hola",Pro-Migration,Family Obligation,Collectivist-Nation,Angry/Frustrated
Yo eartha ma 215 vanda dherai country xa ta ?,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
म सरकारी जागिरे मान्छे त्यै पनि पैसाको यति अभाब हुन्छ नि लाग्छ देश त छोड्नै पर्ने रैछ तै पनि परिवार श्रीमती छोरा हेर्छु अनि चुप लाग्छु एकदम मौन,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
अनि सरकार को मात्र दोष छैन सरकारको undar मा काम गर्ने कर्मचारी पनी चोरहरुले भरिएको हुनाले पनी हो,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Maile pani iPhone kiney haiii😢😂,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
"paristiti ko khola le ho hajur manis ko nauu xalaune , bidesh jane bato ma tyag hardwork ani problem dekhiye pani aantya ma samadhan dekhinxa tei bela nepal ko ta aas matrai ta ho, 12 sakne bitikai aaba 1 barsa german vhasa sikhxu ani ausbildung vanne vocational training and work ma janxu paisa kamauxu ani 4 barsa paxi bachleor pugne meri buini lai padne layak ko paisa kamauxu mamu ko lagi sanai vayeni ghar banauxu ani ma pani aafule maya gareko manxe sanga sapana sakar parxu . J jasto jasari vayeni voli ka din ma mamu meri uni meri buini ani mera yedi koi hune xan vane eekai tham vayeko herne xu ani safalta tei hune xa aasa xa teti bela samma ma nepal farkera basda vai goni vanne soch ra tyo soch ko reality strong banos aafno des nai ghumna na pai bidesh janu pareko betha bidesh ko paisa le aafno desh ghumera sakna pam aantya ma tapaile vane jastai feri vetamla na hai kei saal paxi",Anti-Migration,Patriotism/Love,Collectivist-Nation,Needs Human Review
baahira jaane   <br><br>paxi aayera nepal ma nai kei garne,Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
Yetti herexi ta jhan bidesh nai jane confrom <br>Ma ni 4 barsa aaghi samma ta mareni bidesh janna vanne manxe ma aaile Maldives aako xu 6 mahina vo aaba 19 mahina ma farkiyera poland jane sochma xu ma ni kinaki maileni nepal mai kei garxu janna bidesh vanera pikup kinera chalauthe aafai tara k garnu  lastko chunab paxi artha tantra damadol tax. Matra dherai ani aako xu kehi sammaya lai yaha farkiyera nepal aayera sadhaiko lagi Europe lagxu ma pani ani tapaile pariwarko kura garnu vo maya ko kura garnu vo xoro manxe le taba matra izzat ra maya pauxa jaba usle kamayera sabai lai khusi rakhxa ani matra uh ni khusi hunxa izaat maya pauxa.😊😊😊<br>Kehi galti bolema mafi pau😊😊,Anti-Migration,Needs Human Review,Collectivist-Nation,Despairing/Sad
Nepal basau bhaner desh bhakti dekhaunu vaneko feri 16 hajar barabar jati marer feri ganatrant lyunu pani jasti ho,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
70%  young people want to go abroad,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Talk about mcc ni Nepal,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
bro timi le po youtube bata dollor chapiraxau <br>Ta hami jasto middle class le garne vanekai<br>Bidesh ma kam ho,Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
"But Dai , बढदै गएको AI replacement KO Ni ?  <br>IT sector ta AI le takeover Garna sakxa within next 15 years ,then what ?",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Its true nepal ma job market ekdum khattam ani kati thau ko human resource department ma bhako haru ma ni skill ko kami dekhe.. fresher/no job experience bhanera vacancy kholne ani interview ma experience ko kura sodhne.. ani kina na jaos yuva yo desh bata,Anti-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
Ta mula jasto le desh ma kei garna sakdainas bhai😡😡😡,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
@Rohit-mt5oh paila sodhne gar kasle k garirako cha bhanera tessai ufridai aaune haina bhai.. yo desh ma maile thorai bhaye ni aile samma 18 jana lai rojgar deko chu.. ani satya bolda ta jasto lai ho polne..,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
10class pass vako bidesh jane soch theo tara yo video herera mero mind changevo abo bidesh ta ghumna matrai janiho,Pro-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Kunai din google map bat nepal vanne country thiyo tyo ni dekhin 😂😂,Neutral/Observation,Needs Human Review,Collectivist-Nation,Pragmatic
हाम्रो पाला मा हस्त लिपि थियो पासपोर्ट  पछि आको एम आर पि त नेपाली ॐ शिव,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
UK dream. Country with permanent citizens ship,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
You leave I stay. Less traffic jam,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Nepal la India lai pani pani banauna man xa 1 cheez vanxu hamro. Nepal ko pani boarder line ma akatha grarw golo banauna india lai antatika tira janxa 1ota sio ghusyo vana kasto ananda auxa birami lai relax hanxa tasti hamro nadi lai boarder ko purva paschim ghumaidina pani ko dyam banauna 50 60 tala samma ko badi bolyo vana missile defence la Vanda Pani pani gardina boarder ma aarpar air mtra grako ramro ho ajib xan nepali manxa,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
