comment,intent,primary_driver,value_orientation,affect
we don't to bt our governments are make us too they don't give us any choice to stay in nepal and do something they are makeing us😢,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
yo data le ta  kalantarma deshai ritto hola jasto xa. yo k bhaeko hola nirasha matrai dherai !!!,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
Bhai South Sudan ma UN Peacekeeping Mission ma army gako hola.yr..,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Sir Sarkar Lai koly dimak auxa Ki bato banayra  matra days agadi huna dys ma ABA manufacturing company tira lag na par xa,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
Desh ko Chinta hamile matra garera K huncha!,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Ma Yaha UK aako 7 mahina vo.  Rw Vanna chahanxu aafno deshko Maya k ho vanne Kura bahira gayer thaah paauxa.. Arkako desh Vanda aafnai deshma basnu ramro.. Yaha 1000 KO rup dekhna garho xa .. Tara Nepal ma 10000 ni herna paauthyo .hamro kamai dherai xa uta ..  160 gunnna kamaauney matra hoin kharch pni hunx.. Yaha 1000 kamauna garho xa .. rw tyahi 1000 kamayer 500 jati ta room rent nai janxa. Rw Baki 500 ma kehi garna sakina yata .. but Nepal ma 15 k kamaye 10k ma yati KO jasto jeewan bachna sakinxa . Rw 5k majale aafno saving garna sakinxa.. but yata tyasto xain .. hapta KO 400 kamauda 10 pound ni kharch garna kasto garho feel hunx aafu ma..,Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Emotional damage with motivation,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"4 lakh ta vannu vayo salary per month IT ma, tara Nepal ko top IT company US based ma nai I have heard salary is Rs 80000 per month .So US based IT jobs or outsourcing ko ma pani video banaunus",Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
God please  i manifest for my visa 🙏,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
"Tara yei dollar ko tax badhako badhai chha, last year 1% thyo, aile 5%, next year probably 10% garne hola. Aile feri freelancer lai darta garnu parne bhanera dukha dina khojirako chha. Aile AI ko jamana ma software ko ni future long term chai dekhdina ma. Baru desh bhitra paisa lyaune sabai jobs haru lai taxfree gardinu parne ho. Tyo garyo bhane bidesi haru pani nepal aayera kaam garera desh ma paisa lyaune chance hunchha. Freelancer tax badheko ra tiktok jasto paisa kamaune app haru ban bhako le tax free or less tax country(like dubai or spain) tira gairako chhan. IT sector lai matra mukh takera basna chai sakinna, sarkar afai yo kura research garera sajilo freelancer haru lai gardinu parchha.",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Jabba samma bahun hunxa sarkar ma Nepal kahelea , des yestai hunxa . SAB gaw ghar sukxa",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
म त नेपालमै बस्ने हो।<br>छोराछोरिलाई पनि बिदेश नपठाउने।<br>गाउँमै गएर बस्छु।,Anti-Migration,Patriotism/Love,Collectivist-Family,Hopeful/Motivated
"देश छोडेको 17 बर्ष भयो ! बिच बिचमा आफ्नै देश घुम्न आए जसरी आउनु पर्या छ !! तर जब आफ्नो देश छोडेर फेरी कर्म देश फर्कनु पर्छ तब  मेरो देश लाई हरेक पटक गह भरी आशु छोडेर फर्किन्छु 😥 बाध्यता ,बिबशता, लाचारी र उज्ववल भबिस्य को बिचमा फसेको छ हामी नेपाली को जिन्दगी 😣😣",Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Ma pani 4 barsa bidesh basera nepalma khi garxu vanne aateko xu,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
In Nepali school teacher says padha babu nani haru aba ta 10 padheka ni bidesh jana paudainau 10 ramrari padha baru 12 ma 12 padhdai language padhdai garaula vannxan yo sab kura family ra school bata nai start hunxa na ta school ma vanxan Nepal ma kehi garna sakinxa nata ghar ka le last ma choice bidesh nai hunxa so hamlai sanai dekhi yo bidesh vanni mindset change garna parxa school ra family bata nai,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
Aba ta tyo IT industry pani AI le kaidina lagi sakyo dai k garne hola ta aba.,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Ma 32 year vaye still ma desh Mai Chu Ra kehi huncha ki vanera baseko xu,Anti-Migration,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
"Sorry brother you said that people who visit abroad for cultural events to represent Nepal will come back to Nepal. That’s not true I know one person who came here in Canada in Cultural event VISA. Later on he applied for refugee in here and got PR within 8 months. On the other hand, as a person like me who came here as a student who is still struggling & doing a wage labourer to pay off the loan. I don’t know what my future will held.",Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
म १८ बषॅ भयो बिदेसमा अहीले सम्म एउटा घर बनाऊन सकेको छैन 😢😢😢 मेरो जिन्दगी 😢,Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Its about bad governance ...ra facility xna..dhuwa dhulo... ra political frsutration le ho khas..opportunity ni baira bhanne bittikai pauxa ra??,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
Yo video banau na dheelo garnu vayo daju 💔,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
We should leave Nepal with our family cuzz.. Nepalese politicians never change..,Pro-Migration,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
bides janu parcha badhyata le tara Nepal farkinu nai parcha afno desh ma nafarkina man le kasari manche hola ma pani janchu tara auchu nai 😢❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Dark side of Nepal 🌚,Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
bidesh gairaheka hainan desh xadiraheka xaan the best line ever<br>kinaki ma ne desh xadna gairaheko xu,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
11:29 ma qatar ko spelling wrong bhaxa dai,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"Nepal is love.. but corruption, manipulation and harassment from authorities in Nepal is what made me leave. I don't want to feel helpless knowing I am getting robbed in every single way. I still see no hope there and I don't ever plan on returning. I am sorry guys. Peace out. 🤍",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
Ma pani aaba +2 didai xu ra aaba k garni vanni question ley malai satai raheko xa💔<br>Desh ko maya tw xa tara paristhiti ley bidesh nai bolai raheko dekhxu ma<br>Political instability,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
म जान म हि पासपोर्ट नेपाली चाहे अब मलेसिया बाट आको छ बर्स भयो नेपाली नै बनाइन्छ नागरिकता त च्यातिन्न आफ्नो बाध्यता काम गर्न जाने मात्र हो देस त नेपाल नै हो ॐ शिव,Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Despairing/Sad
bro yo samsad bhawan ko bare ma video banauna yr nepal sarkar le bhada ma leko horw??,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
We need to stop this trend. Nepal is our country even china Korea had more bad condition compared to Nepal. If we put little bit effort we can make Nepal develop,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Bedish ta Janai parxho brother Nepal ma k garnu,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
No more trash talk .... Nepalko Dhruv rathi... I m gonna subscribe ur channel now.. keep more research.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
IT Ko ne nepal ma kam chaina i9 auda 8085 padaucha algorithm ko nam ma 19 year ago use algorithm padaucha,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
म बाँचे नबाँचे पनि मेरो देश बाची रहोस् 😢🇳🇵,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
म एउटा 24 बर्षिय युवा हु 8 बर्ष भयो बिदेस बसको तर एसरि दन प्रती दिन बिदेसिनेको सङ्ख्या बडेको सुन्दा दुख लाग्छ,Trapped/Regretful,Economic Necessity,Collectivist-Nation,Despairing/Sad
I have a question   aila ka  kata  kati haru   school ma parda la sabi la    smoke. Gaga khn  tira lagan ka. Xan,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
सबैभन्दा पहिले थोरै हेरेर गरेको कमेन्ट् हो UAE धेरै आउनुको Reason पनि एता बाट अलिकति सजिलोसँग europe जान मिल्छ भन्ने हाल्लालेहो तर सबैभन्दा धेरै ठगीको शिकार हुने नेपाली हरु नै हो है UAE मा 🙏🙏बिचार आफ्नो हो😢,Trapped/Regretful,Economic Necessity,Collectivist-Nation,Despairing/Sad
"Nepal ma kunai carrer xaina sir,ghar ko problems nii hernu parxa 😢, Maya ta aarkai kura xa.Maya le sab thok hudai na<br>Main kura xa paisa",Anti-Migration,Economic Necessity,Collectivist-Family,Despairing/Sad
15 वर्ष भयो अब खाडीले पुगेन अब युरोप तिर लागिन्छ होला।,Trapped/Regretful,Economic Necessity,Individualist-Self,Despairing/Sad
मेरो मनको कुरो गर्नुभयो sir,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
There will be no one in Nepal after 15 years. It has always been a cycle of people from the villages moving to cities and people from the cities moving overseas. There is no more sufficient population left in the villages to re-stock the current void that is being created from the people in the cities moving overseas.,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
Whatever you are saying is bitter truth of nepal 😢,Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
नेपाल भनेको झोले बिद्यार्थी संगठन कार्यकर्ता को बस्ने ठाउँ  हो,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
Aarko dark truth xa <br>Nepal ma aaune youth haru dherai le drugs use garxan 😢,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
🎉dai drock ko pani kaii chayo sujab,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"yo ta overall ghumne wa aru prayaojan le gaka pani included data ho ni ta. Indian haru ta jamma 25 lakh emigrate vako chaina 2023 ma, india jhan nepal vanda kayaun guna emigrate hune desh. esto vramak data nadiun.",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Tapaiko kura suni rahada mata purae npl fukka khali kohi hudainan hola kasto hunxa hola tyo bela hami t mato khai halxan kuro sahi xa chitta bujdo xa😢,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Bottom line:...Go follow your dream!!!,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
We need to build our nation strongly. Cancel passport. बास/ गाँस /कपास /शिक्षा र स्वास्थ्य को ग्यारेण्टी लिनुपर्छ। सात प्रदेश खारेजी का साथ नेता मन्त्री को संख्या मा कटौती गर्दै खर्च न्यूनीकरण का साथ नियन्त्रण हुनैपर्छ । हामी युवाहरूले जिम्मा लिनुपर्छ। 🙏,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Sammaney kharcha bhanda aadhi salary hunchha Nepal ma ke garney ta.,Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
Ekdam ramro desh xadeko Ma pani codne xu if I got chance and hope sabaile dodos I hope sabai tira gus power normal Manxe lai saas ferna pani garo xa Saab tira guus rw power calne bhayerw private government gareko offices harek pasal pasal ma rw ghar haina desh khali hunu parxa Saab Chor nai Chor xa Nepal baserw k Garnu bolna sajilo xa hami Nepali Janata lai kei subida Xaina khali paisa kata bata guus kasari paisa Asul xa even Baira Gayerw paisa pathauda tya bata paisa kata lui ani ya tw Xaina Baira bata paisa pathauda ghar testo ya testai k Garne Horw ya baserw euta well educated Manxe le normal kam pauna garo xa euta aram le ghar calaune salary huna lai so kna basnu ya even dindinai cusiraxan paisa sarkar le kaile Kata bata kaile Kata bata even sano sano kam kura Ma wo sabda bole ma paisa lagne bhaisakyo k garo facilities tw parai jaos so khali hunaiparxa ❤ euta sano business garna khojyo caldaina loss ma janxa kaile calihale pani ramro snga calne condition Xaina Aile ani k garerw basnu yesto ya Toit 😡it’s easy to say speak and tell it’s f****g hard to manage everything 😡family tw Khasi pyaro re 😂😂😂Jana afno thaplo Ma sabai responsibilities auxa family ma 9  10 family ani sabai responsibilities afno thaplo ma auxa ani family khusi hererw kasari basxa 😂😂😂😂bole jasto hudaina byapar ma babu it’s f*****g easy to speak and write 😂😂😂😂,Pro-Migration,Economic Necessity,Individualist-Self,Hopeful/Motivated
“Opportunity in crisis” mul dharana yei xa aile <br>Ek dui Barsa herxu . Vayena vane ma ni taaap 😂,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Ma pani japan aako 10 yrs pugexu,Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Yo post fb ma share garnu milcha ki mildai na sir alikati choto crop garera,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
देश मै बस्छु भनेको थिय Gf ले नि छाडेर गै जे होस तर बिदेश त जान्न भन्छु तर खोइ😢,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
"Jo sanga IT Skills xaina uh k garxa?<br>Sabai jana businessman huna sakdaina, sabai jana IT mai involve hudainan so uh k garxa?",Anti-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
5:35 permanent resident (pr) hunu vaneko naagarikata tyagnu hoina...yo vram hataaunu hola...aru desh ko naagarik (citizen) hunu pani tyagnu hoina tara hamro des ko kanun anusar khosinxa vanne kuro maatra ho...tei pani aba ta NRN citizenship aaisakya xa....maile sune anusar law aile puranai vayeko karan NRN citizenship holder le pani hya Nepal aauda visa lagaauna pareko xa re....yes barema anusandhan garera video banaunus baru.😊,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Malai 99 percent bidesh Jana man thiyena tara 1 percent le bidesh aauna badhya banayo ... Mero problem chai 1 time investment money thiyo Jun maile churlummai dubaye ... so rin ko bhaari liyera bidesh aaye ... ajhai pani Nepal maa monthly 50 60 thousand kamaune guarantee hunthyo bhane sayad thorai Nepali matra bidesh Janthe...,Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
It’s fashion,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"6 jana ko seat ma 1400 jana le bhareko xa, afno chance aunxa bhanne kaile?",Anti-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
Keila kai lagxa gayra nirxhwan hawa ma boom ma faldima jsto desh ko halat herdaaa. Aajai kati khnxou desh lai rajnati garyra aba ta xhodaa .🙏🙏🙏🥲🥲,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
"Hami huba nepalmai basam family background yata uti samasya kei nahereu frustration debt mai basum bardun nepal desh lai , risau galat kaam nagarau .<br>Frustrated ra irritated Yuba Nepal mai basesi kei change aucha kie",Anti-Migration,Patriotism/Love,Collectivist-Family,Hopeful/Motivated
My title is Malla - Bau ko tanai sampati cha ktm bhitra ani baira.... <br>Professionally I'm a banker.. at the age 23 I own a car around 45 lakhs price from my own money <br>Nepal mai basi kamai car chadi hidna milxa,Anti-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
"मैले नी यो भिडियो पुरै हेरेर केहि कुरा लेख्दैछु एक पटक पढ्नुहाेस् ल।<br>म एक अति सामान्य घरकाे जेठो छोरा उमेर भर्खर २० । जे जसाे भएपनि केही गर्छु भनेर काठमाडौं छिरेकाे  ,मनमा बिभिन्न किसिमका कुरा खेलाउदै साथी हरु संग संगै पढियाे काेरियन  तर जति जति यसकाे पढाई सकिन आँट्यो त्यति त्यति मनमा सङ्काेच लाग्न थाल्यो मैले कतै ठुलै गल्ती गरे की 😢<br>हुन त म एक पटक मै कराेड कमाउछु भन्ने र बिदेश जान्छु भनेर साेच्नै सक्थेन् तर जब काठमाडौं पुगे तब थाहा पाए देशकाे वास्तविकता र लाग्न थाल्यो अब म एक्लै हुन्छु र नेपालमा जे जति कमाएपनि  गरिब नै ,अनि लागे कोरियन तिर , तर मनले सधैभरी काेरियन मा फेल हौ र सानाे कमाइ गरेर  घरमै बस्न भन्छ।  अझै देशको अवस्था प्युन काे जागिर को लागी पनि कमिसन रे त्यो देख्दा सबै ......😂",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Romania Croatia Portugal ko data mistake xa kina vane Croatia Romania aayeka jati vagera Portugal janxan tesaile double count vairaxa data ma,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Malai ni desh farkinchu vavisya ma vanera asabadhi chu tettin jyal natrito ma pariwwartan huncha vanera,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"India ani Nepal ka nagarik matra chhan rw yo bishwo ma, jo canada ani australia jasta country haru le hire garne. World ma kati dherai country haru chha jaha nepal ko bhanda quality education deeinchha. Mero desh jaile yestai.",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Student haru lai Mero passion k ho vana Ra nai thaxayna na😐 brother saknu hunxa vanni student haru la passion kasri choose garni ma ni video banau nu na🤕🤕,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
yo desh lai pariwartan garnu xa vane sarba pratham rajniti ma laje ka hamra baje haru lai aram garna launu parxa.,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Nepal needs two passports : global citizenship identification free to migrate anywhere in the world even the Antartica and Nepali citizenship only eligible to stay in Nepal not even the India border. This should serve the interests of the socalled country Nepal.,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Only IT  is booming what about the automobile sector will auto engineering  students like me will be useless,Anti-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
Ma euta doctor. MD sakeko doctor. Mero salary JAMMA 50 hajar cha Nepal ma. Sarkar le dine nai teti ho. Kaam hapta KO 90 ghanta bhanda besi garna parcha. Hami doctors haru kina basne ta ? <br>Ma Pani process gardai Chu. Kunai security chaina hamro desh ma nata ramro income nai . <br>Process huna bittikai jadaichu.<br>50 hajar le ma k garnu ? Family lai khuwauna baccha lai padhauna sakincha ta ?,Anti-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
पकै पनि हो पद्द्ति फेरि ने छ र 15 बर्स पछि  अहिले बाहिर जाने केहि % अब्सय आउन छ्न,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Delivery garna khojeko kura ramro chha. Opinions chahi I'd like to hear less. Manipulative lines pani chhan. Positivity failauna khojeko video ma negative line kam gareko bhaye better hunthyo jasto lagchha. (Neta harule desh bechenan bhane... purely emotional line).<br><br>Quality control issue chahi ali dherai raichha. Spelling mistakes (Quatar, नाहुँदा...) in edit, name nai arko (Suvas - Santosh) and more. Recheck before uploading so quality is improved overtime.",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
One Day I Will Leave This Country Ever and Ever Permanently settling in Another country Gaiko Masu Khane kasam♥️🇺🇸,Pro-Migration,Systemic/Political Anger,Individualist-Self,Despairing/Sad
manxey jata vayeni yo man ta mero sadhai nepali nai rahanexa🚩,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Sir turkey nepali ko lagi kasto xa,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Ho yo kura Sahi ho ma ni auta yuwa ho K garnu aba Maya lagcha Nepal ko ani Bidesh gayeci badincham hami yuwa haru chodera jam Nepal vanda afno sabai bigrincha yaha system banaideko cha Nepal ma sab corruption chan politicians Yei chor haru lay garda yuwa haru bideshiyeko ho,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
के हामीले नेपालमै बसेर केही गरेर खान मिल्छ कि मिल्दैन होला नि त मेरो सोच पनि त्यही सम्म नेपालमा आएर के गरेर खान्छु भन्ने तर नेपालको पोलिटिशन देखेर डर लाग्छ।😢,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
You can always stay in Nepal when you can’t go abroad. So try going abroad first.,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
professor asked me what is your plan about future? I said I will go to my home country after completing my master. He used to laugh and said you are in trap now.,Anti-Migration,Economic Necessity,Individualist-Self,Hopeful/Motivated
"Tara yeuta kura birsana bhayo hajurle bhanna. Yeso sochnu hos ta.. Parents haru pani jimberwar chan chora chori bidesh jaanu maa. Kina ki dherai jaso parents le Dr. Enginneer, Pilot, Nurse matra baneko herna chahancha afno chora chori. Yesai karan le garda chora chori ko aru talent haru use garera yaha kei garchu bhanne lai baato nai chaina. Ra tee chora chori haru Bidesh jana pareko cha paisa kamauna..",Anti-Migration,Family Obligation,Collectivist-Family,Hopeful/Motivated
"Correction, puerto rico isnt a separate country. It is a US territory and you do not need US passport or visa to go in a out of mainland US to PR",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Dai yo visit visa Pani 50% ta naauhnay manxay Hun,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Singapore ma pani Working visa pauchha..?,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
😢 Mann nai khalabal vayo,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Bro ma pani japan aayo 7 yrs bhai sako?Nepal jana sake ko chaina?week month year kati chito janxa ? Bidesh koi   pani na aaunu hola ? YO TRAP HO?,Trapped/Regretful,Economic Necessity,Individualist-Self,Despairing/Sad
Nepal ma hotel rw tourism ko ni dhr scope xa yo video ma yo Sabandhi euta ni word aayena 😢,Anti-Migration,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
Derai gahan subject lai uthaunu vayo,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
21:00 is the reason to leave Nepal.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Malai esto lagx next 300 years ma Bangali r Indian Muslims ko dherai jansankhya hune x Nepali ko anupat ma kinabhane uniharulai jamin bhae hunx Tara Nepali American life chainx.,Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Portugal ma 45/50 thousands,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"१. तपाई अविवाहित हुनुहुन्छ भने कहाँको पार्टनर रोज्नु हुन्छ? <br>२. भिषा लाग्ने भए, तपाई कहाँ पढ्न वा जागिर गर्न वा ब्यापार गर्न चाहनुहुन्छ ?<br>३. नेपालको विकासको जिम्मेवार ब्यक्तिहरूको मनोबृति हेर्दा देश अझै बन्ने संकेत देखिदैन ।",Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
why is there no policy for having multiple passports in nepal?,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Pragmatic
South sudan ma ta UN missiom jane nepal army ko batallian gaye hola ni.,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
देशको अस्तित्व जोगाउने कि आफ्नो परिवार <br>तिमी rich kid होला जस्ले एस्तो कुरा गर्छ <br>नेपालमै काम गर्दा 1 घण्टा को 2000-3000 रुपैया हुनु पर्यो अनि बल्ल युवा देश छाड्दैनन <br><br>भन्न सजिलो छ नेपालमै केही गर्नुस भनेर <br>लोड्सेडिङ अझैसम्म न हटेको देश मा केही हुने वाला छैन,Anti-Migration,Patriotism/Love,Collectivist-Family,Hopeful/Motivated
Politicians are main reason for all this.,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
"Ma Student , Ma Desh Choddne Kura gardena, Bichar pani rakhdena ra Mero Jiban Desh ko lagi samarpan garxu <br><br>Ma aasha badi xu, Purkhauli bichar rakhne ti Jada gadeka neta haru ko samuha jaba 10-15 barsha ma afno antim swaas pheri rakhne xa , Taba desh afno bikas ma sagaramatha ko uchai nagne xa , Taba pani ma ehi hune xu <br>edi kehi parivartan ayena bhane , Taba pani ma ehi hune xu<br>Jaba Bikasit desh haruma inflation, War ra poverty le garda, Tya basne batabaran pherinexa , Taba pani ma ehi hune xu <br>Ani Taba pani ma ehi rahnexu , Ma yo desh lai bacha rakhxu : ma chodne xaina <br>Ma marnexu ta lakhau aashirbad sanga : aashirbad nepali haruko , Nepal aama ko",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
रोमनिया को mbc नेपाल आउछ भन्ने समाचार आको थियो खै कहिले आउछ समाचार बनाउन पर्यो,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
Ma pani jadai xu aba marna pareni maraula,Pro-Migration,Economic Necessity,Individualist-Self,Angry/Frustrated
bro mero University ma 1k+ nepali xan thori bhanau timi,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Hami it padheko xoina <br>Hami k garne,Anti-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
Nothing is motivating me these days. When i start thinking the real life scenerio.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Everyone didnot earn money  in international,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
21:04 ...<br>नेपालमा भइरहेको नै यही छ।<br>देश बिग्रेको नै यसले गर्दा हो।<br>म नि एक सरकारी कर्मचारी हुँ।<br>हामी त  टुलुटुलु हेरेर मात्र बस्न सक्छौँ।<br>केही बोल्न नि सक्दैनौ।,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Babu timilai pani kasaile dependent ma japan ya kunai aru desh jau vanyo vane timi pani hidihalxau. <br>Ya timilai D.V paryo vane timilai jadainau ta. Sabai taak pare tiwari natra gotame ho.. bro so chill..,Anti-Migration,Family Obligation,Collectivist-Family,Hopeful/Motivated
tapai jindagi ma k chahanu hunxa?<br>i want her T-T,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
for me pariwar,Anti-Migration,Family Obligation,Collectivist-Family,Pragmatic
why should i stay in nepal give me one reason?????,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
I will tell you what is the problem in Nepal<br><br>Unemployment: Many of my friend left Nepal because of pure unemployment. One of my friend said I will do job if I get up to 25000 but he didn’t get it. He got job in few place where salary was between 10-15k He said I will do this but even that was not paid in time<br><br>Enterperneurship or business: The money cycle and credit system is shit in Nepal. People don’t pay money for goods and services in Nepal. For example if I sell good of 20000 in credit I must do 20 visits to get money back. Chanda Insecurty etc are other factor.<br>Bheda: people having enough income and every body is going because u are bhedas<br><br>It is the end no change is possible in Nepal. More than 50% land of agro products are not cultivated. Nepal can be hot spot for tourism. There lot of opportunities if this brain drain can be stooped,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
Mero pani xetai visa aaye ni hune,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Should have made this video way before 🙃,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
215 Countery,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Bro teme tw j vaya ni YouTube bata kamau xau hami k,Neutral/Observation,Economic Necessity,Individualist-Self,Angry/Frustrated
Manpower Hoina Manchhe bechbigakhan office ho only Nepal ma matra manab taskari office Kholna paenchha 😂😂,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
Mero sapana bhanekai Des mai basera Des banaune ho . Yuba lai bides  Jana bata rokhne. Des mai rojgar create garne. Tesaile ta maile harek din entrepreneur related book study garxu. Bides janxu bhanne Sathi haru lai na Jana bhanera samjhaunu. Des banau yuba hami le na banaye Des kasle banaune ho.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"The fact is, all nations belong to Krishna. Everything belong to him. And, we are simply fight saying, ""this is ours, that is yours"". Think will cool head, isn't this simply madness?👽👽👽",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
